water_flux_ms,vapor_flux_ms
1.6188076545559095e-07,3.996813997051564e-09
1.858683478647221e-07,3.997426696816737e-09
3.0411267207842174e-07,3.936975960513347e-09
3.888888994197469e-07,3.821064256884772e-09
3.6983723176910623e-07,3.6702166705938e-09
3.009326338000297e-07,3.506764939825627e-09
2.4328450425147204e-07,3.3434284038102774e-09
1.6359088688788096e-07,3.1851461047832334e-09
-1.1536533566287276e-08,2.1805043430592423e-09
-2.8503959880572764e-07,-2.5641737374765354e-09
-5.388519395101903e-07,-1.3347667404369355e-08
-6.03967268270588e-07,-2.7151259195121162e-08
-4.084937047916779e-07,-3.691663268192149e-08
-4.5609574210539746e-08,-3.7472120661809505e-08
2.8833065779517626e-07,-2.8555392315278546e-08
4.169453158300569e-07,-1.3795516554864769e-08
2.951855442524624e-07,1.7692785147475976e-09
1.0796364828532455e-08,1.3943253447302318e-08
-3.204498828611911e-07,2.0597143858455536e-08
-6.233731743865823e-07,2.1780904958011615e-08
-8.507203928554043e-07,1.9067452693837642e-08
-9.655886870829032e-07,1.4608061931663034e-08
-9.434994115338991e-07,1.0306188663967083e-08
-7.891311465795366e-07,7.336288080171085e-09
-5.605492549795367e-07,6.044967646306264e-09
-3.4735136497439856e-07,6.137214813191448e-09
-2.1560975057158485e-07,6.993673871190661e-09
-1.841076324524121e-07,7.97652183138338e-09
-2.2359461250562883e-07,8.633866185106812e-09
-2.807988819534571e-07,8.774995510970198e-09
-3.1843233807413464e-07,8.438259194909167e-09
-3.163638363852127e-07,7.79903648704129e-09
-2.7111527973648375e-07,7.06731809350401e-09
-2.2019771542882146e-07,6.4103314581109375e-09
-2.2271097461406577e-07,5.9154824131242605e-09
-3.0701191955167136e-07,5.591031412455962e-09
-4.53529626911121e-07,5.391098996642222e-09
-6.143881115879233e-07,5.248748990689046e-09
-7.408321828609843e-07,5.104087245218602e-09
-8.026374548890665e-07,4.920402963310479e-09
-7.945047525497178e-07,4.687494947445847e-09
-7.315338004011205e-07,4.415592661403346e-09
-6.390583734880055e-07,4.125028480638297e-09
-5.421884835521406e-07,3.836368873100781e-09
-4.5863133124302745e-07,3.5639355211292627e-09
-3.96048398135822e-07,3.3135389596342787e-09
-3.5330363010235764e-07,3.0835004492653136e-09
-3.2392997719034136e-07,2.8674942750925567e-09
-3.0000528847310173e-07,2.6582788363294955e-09
-2.751129488703177e-07,2.4508644910891432e-09
-2.457975508452203e-07,2.2434083305379433e-09
-2.071138095697409e-07,2.036365409728641e-09
-1.2834798559883353e-07,1.8314325803062647e-09
6.027271362606326e-08,1.6305697610865529e-09
3.9401688341312306e-07,1.4351568865649344e-09
7.798622747284572e-07,1.2456444723115423e-09
1.041473069562675e-06,1.0617132020519256e-09
1.0641034570597769e-06,8.826789154542806e-10
8.783736571078258e-07,7.078793742097635e-10
6.259640523721374e-07,5.36893762012521e-10
4.606960233310329e-07,3.695846701254196e-10
4.5804306881717874e-07,-6.534706658122469e-10
5.733515862251385e-07,-5.4369214645435134e-09
6.878599031998008e-07,-1.628373320649111e-08
7.181750180051364e-07,-3.0168864243577374e-08
6.699800967478227e-07,-4.002131324874481e-08
5.978613466867623e-07,-4.0656487133767423e-08
5.388543595145442e-07,-3.18035071302954e-08
4.779965576414199e-07,-1.7089017080180255e-08
3.7399335922333266e-07,-1.5539513444263545e-09
2.2727452739725134e-07,1.0600622970644231e-08
1.1954556421131933e-07,1.7239957937122194e-08
1.419173220890439e-07,1.8409927618210614e-08
2.754429106146735e-07,1.5681375278739882e-08
4.00477604154071e-07,1.120538617704001e-08
4.1989414656341327e-07,6.886507002147796e-09
3.436340771110523e-07,3.900785024921829e-09
2.730771518537221e-07,2.5962538363257933e-09
3.145528740972132e-07,2.6787655460467406e-09
4.886394351703775e-07,3.529156497025544e-09
7.008715464114121e-07,4.509243976724824e-09
8.141137393066647e-07,5.166526392640912e-09
7.656964830932711e-07,5.309766393918795e-09
6.000403646788316e-07,4.977028236452241e-09
4.181818861361443e-07,4.343635519602239e-09
3.2291334995572315e-07,3.6196811863534274e-09
3.48878385204701e-07,2.9725333578868997e-09
4.2811628396410223e-07,2.489668650819137e-09
4.671907739271793e-07,1.3198388362738256e-09
4.310874560748422e-07,-3.487728564918711e-09
3.4975532149853066e-07,-1.430323333286538e-08
2.864645171592353e-07,-2.8161802014046603e-08
2.740786344361937e-07,-3.802935380167893e-08
2.7845281956005275e-07,-3.873161336809605e-08
2.559815775668808e-07,-2.998741355414494e-08
1.9910434491723428e-07,-1.5402848904189755e-08
1.1382274009105584e-07,1.8458598502218422e-12
1.87871394321481e-08,1.2039977726940551e-08
-5.5375132881439916e-08,1.8582941293614236e-08
-9.87293332510934e-08,1.9675511254713197e-08
-1.1002194517579371e-07,1.688254941396352e-08
-7.803014618366146e-08,1.2347785573162675e-08
-1.8056184486878987e-08,7.97050618721612e-09
1.9268799949431664e-08,4.924485282957149e-09
-9.182753660003618e-09,3.5569639639522164e-09
-1.0649030072768497e-07,3.5736768690979074e-09
-2.2743926332625658e-07,4.356462323688671e-09
-3.024874209020756e-07,5.269191812366655e-09
-2.7788198512067117e-07,5.861601802429059e-09
-1.41705549696449e-07,5.943997811682241e-09
5.279368246065873e-08,5.554930856950901e-09
2.0723603248603756e-07,4.8693291946114414e-09
2.604907876877025e-07,4.089040835708672e-09
2.1983325512944093e-07,3.355568253444832e-09
1.199903521567459e-07,2.7359149655152475e-09
1.4428165404845426e-08,2.2639452006008168e-09
-3.444469806048694e-08,1.9616805625346636e-09
-9.940220236093477e-09,1.831423661387662e-09
5.5187557321081555e-08,9.757750655879335e-10
1.1835868044798451e-07,-3.603552315560914e-09
1.4356531125146163e-07,-1.4323228399797655e-08
1.2311623295144905e-07,-2.8228280002724322e-08
7.622828371515509e-08,-3.824820518488314e-08
1.7399638182725482e-08,-3.914681015052485e-08
-3.125517901081462e-08,-3.058260847902384e-08
-2.31982405374929e-08,-1.6122100190063016e-08
9.136619089537535e-08,-7.73066681815322e-10
3.2747237605122585e-07,1.1267243917275127e-08
6.081599921528996e-07,1.784657539103879e-08
7.746245612703943e-07,1.8984284167592405e-08
7.081736489800803e-07,1.6226795351443593e-08
4.195211470250802e-07,1.1706705355441043e-08
2.1269945515731915e-08,7.313712999393853e-09
-3.4493954035212117e-07,4.219329347997085e-09
-5.775234772011837e-07,2.7891465624593846e-09
-6.548625051153547e-07,2.760512954635271e-09
-6.077050698768162e-07,2.677844843367283e-09
-4.835093658069308e-07,-9.982734617976682e-10
-3.4433713044156197e-07,-1.1035760239106464e-08
-2.3552454737308144e-07,-2.4619873411193025e-08
-1.602107619860669e-07,-3.4882448791253e-08
-1.1889387957186833e-07,-3.723014741784908e-08
-1.3616527043593101e-07,-3.2642847957656937e-08
-2.3088354821697865e-07,-2.669117113548213e-08
-3.7808354336735946e-07,-2.478129387715903e-08
-4.969606464290762e-07,-2.6722989625122253e-08
-5.010037818571077e-07,-2.755052080933318e-08
-3.8578262683663075e-07,-2.3043217596469064e-08
-2.3949490066653475e-07,-1.3592674074275694e-08
-1.6279124706160914e-07,-4.71293636898793e-09
-1.903462732726371e-07,-2.4132514941971805e-09
-2.6564815566738825e-07,-6.674363348624091e-09
-2.9707608528860276e-07,-1.178319201437377e-08
-2.5540674991967226e-07,-1.2221211694683338e-08
-1.935962967695167e-07,-7.113181751502407e-09
-1.8010289102562117e-07,-1.16421768187872e-09
-2.4335812317549045e-07,-1.763010082699466e-10
-3.6568863369496073e-07,-4.422617290933557e-09
-5.041569790073495e-07,-8.74922293572767e-09
-6.118202466555385e-07,-8.217647687621478e-09
-6.494714574857782e-07,-2.377379960557133e-09
-6.022872341038745e-07,3.8694230532484894e-09
