dt,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,vwc_1,vwc_2,vwc3,vwc_4
2018/4/28 8:15,21.628,21.509,21.581,21.485,21.652,21.581,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:20,21.772,21.628,21.557,21.461,21.652,21.581,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:25,22.321,22.178,21.581,21.485,21.676,21.604,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:30,22.992,22.896,21.772,21.485,21.7,21.604,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:35,23.737,23.713,22.178,21.533,21.7,21.604,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:40,24.484,24.532,22.705,21.652,21.7,21.628,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:45,25.186,25.307,23.328,21.915,21.748,21.652,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:50,25.89,26.085,24.002,22.298,21.819,21.7,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 8:55,26.573,26.842,24.653,22.776,21.963,21.867,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:00,27.259,27.579,25.331,23.376,22.178,22.082,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:05,27.85,28.245,25.987,24.002,22.441,22.345,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:10,28.419,28.866,26.598,24.629,22.753,22.657,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:15,28.891,29.439,27.21,25.283,23.136,23.04,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:20,28.916,29.515,27.751,25.89,23.521,23.472,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:25,28.543,29.115,28.122,26.524,23.954,23.93,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:30,28.072,28.593,28.221,27.112,24.436,24.412,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:35,27.554,28.023,28.048,27.604,24.919,24.919,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:40,27.038,27.456,27.702,27.875,25.355,25.355,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:45,26.524,26.916,27.284,27.949,25.744,25.744,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:50,26.036,26.378,26.818,27.825,26.085,26.109,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 9:55,25.695,25.963,26.426,27.604,26.378,26.378,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:00,25.331,25.55,26.036,27.308,26.524,26.524,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:05,24.968,25.162,25.647,26.94,26.646,26.622,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:10,24.677,24.823,25.283,26.573,26.622,26.622,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:15,24.388,24.508,24.944,26.158,26.524,26.524,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:20,24.122,24.219,24.629,25.793,26.378,26.402,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:25,23.905,23.978,24.339,25.404,26.182,26.231,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:30,23.713,23.761,24.098,25.065,25.963,26.012,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:35,23.545,23.569,23.881,24.75,25.744,25.793,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:40,23.665,23.641,23.689,24.46,25.501,25.574,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:45,24.195,24.122,23.569,24.195,25.258,25.331,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:50,24.823,24.798,23.665,23.978,25.04,25.113,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 10:55,25.477,25.501,23.978,23.809,24.774,24.871,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:00,26.158,26.256,24.436,23.809,24.581,24.653,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:05,26.818,26.989,25.016,23.93,24.412,24.46,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:10,27.505,27.702,25.623,24.243,24.339,24.363,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:15,28.097,28.394,26.207,24.605,24.291,24.315,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:20,28.692,29.04,26.818,25.113,24.339,24.363,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:25,29.24,29.69,27.431,25.647,24.484,24.484,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:30,29.29,29.815,28.023,26.231,24.677,24.677,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:35,28.916,29.439,28.444,26.818,24.968,24.968,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:40,28.419,28.916,28.543,27.358,25.307,25.307,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:45,27.899,28.345,28.444,27.85,25.647,25.647,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:50,27.333,27.751,28.072,28.147,26.012,26.036,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 11:55,26.842,27.21,27.677,28.245,26.378,26.378,0.1368,0.09079999999999999,0.0805,0.1211
2018/4/28 12:00,26.5,26.769,27.284,28.196,26.622,26.646,0.1368,0.09079999999999999,0.0805,0.1211
