dt,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,vwc_1,vwc_2,vwc3,vwc_4
2018/4/19 8:40,21.819,22.082,20.722,20.579,20.293,20.269,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 8:45,22.178,22.513,20.889,20.627,20.46,20.412,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 8:50,22.441,22.872,20.913,20.507,20.103,20.055,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 8:55,22.896,23.352,21.175,20.65,20.317,20.269,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:00,23.208,23.761,21.342,20.674,20.269,20.126,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:05,23.593,24.195,21.628,20.793,20.246,20.126,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:10,23.93,24.581,21.963,21.008,20.555,20.412,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:15,23.978,24.677,22.106,21.032,20.341,20.15,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:20,23.978,24.726,22.441,21.318,20.65,20.46,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:25,23.833,24.581,22.609,21.485,20.722,20.507,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:30,23.617,24.363,22.705,21.604,20.65,20.436,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:35,23.472,24.171,22.92,21.915,21.103,20.889,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:40,23.112,23.809,22.776,21.915,20.936,20.698,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:45,22.92,23.593,22.824,22.154,21.246,21.032,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:50,22.705,23.352,22.776,22.25,21.366,21.199,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 9:55,22.465,23.088,22.585,22.226,21.246,21.079,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:00,22.345,22.896,22.585,22.369,21.604,21.509,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:05,21.987,22.561,22.298,22.202,21.318,21.223,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:10,21.843,22.369,22.226,22.25,21.461,21.39,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:15,21.676,22.154,22.106,22.202,21.557,21.533,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:20,21.437,21.915,21.772,21.987,21.246,21.223,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:25,21.39,21.795,21.795,22.082,21.604,21.581,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:30,21.175,21.581,21.557,21.843,21.246,21.246,0.1448,0.0824,0.0486,0.11749999999999
2018/4/19 10:35,21.127,21.485,21.461,21.819,21.294,21.318,0.1448,0.0824,0.0486,0.11749999999999
